env_steps,iter,loss_wm,loss_recon,loss_kl,loss_reward,loss_continue,loss_actor,loss_critic,loss_pg,entropy,returns_mean,values_mean,return_scale,p5,p95,ips,env_reward_per_step,rew_pred_ach,rew_pred_zero,img_rew_max,img_rew_frac_hi
1568,49,143.18727111816406,140.49777221679688,2.468508243560791,0.20316551625728607,0.017825551331043243,0.08979245275259018,1.1958751678466797,0.09054989367723465,2.65608811378479,0.162148118019104,0.12661290168762207,1.0,0.07434555888175964,0.14136435091495514,0.7825096303741311,0.0068,,,,
3168,99,84.98822021484375,82.2706069946289,2.5529842376708984,0.14416006207466125,0.020472826436161995,0.0030052324291318655,0.9928614497184753,0.0030355919152498245,0.1076391413807869,0.21701295673847198,0.1854223906993866,1.0,0.12500911951065063,0.2405846267938614,0.979787914744456,0.0116,,,,
4768,149,78.75017547607422,75.60208129882812,2.9951422214508057,0.13601383566856384,0.016935398802161217,0.004608709830790758,1.7578630447387695,0.004631044343113899,0.07971707731485367,0.358955055475235,0.28534412384033203,1.0,0.051713213324546814,0.5557123422622681,1.0748256958875364,0.0032,,,,
6368,199,67.85887145996094,64.80120849609375,2.9018185138702393,0.13481491804122925,0.021031416952610016,-0.0008118912810459733,1.4433631896972656,-0.0007892529829405248,0.07956138253211975,0.39897024631500244,0.3979313373565674,1.0,-0.04380600154399872,0.8067004084587097,1.128069309859215,0.0058,,,,
7968,249,44.00579833984375,41.02764892578125,2.8149421215057373,0.1421205997467041,0.0210892241448164,0.0010558844078332186,1.823578119277954,0.0010778462747111917,0.07959013432264328,0.42671599984169006,0.39405715465545654,1.2174227237701416,-0.13898858428001404,1.0823590755462646,1.161082663387273,0.0029,,,,
9568,299,41.4069709777832,38.18345260620117,3.046095848083496,0.15751947462558746,0.019900666549801826,0.005174462683498859,1.8789546489715576,0.005244649481028318,0.2519184350967407,0.8457575440406799,0.810085117816925,2.177797794342041,-0.18749305605888367,1.9915002584457397,1.1850436920556153,0.0013999999999999996,,,,
11168,349,35.493167877197266,32.141441345214844,3.210765838623047,0.108970046043396,0.03199103847146034,0.0016559972427785397,2.153367519378662,0.0017009578878059983,0.15553368628025055,1.8887912034988403,1.7794044017791748,3.3958864212036133,-0.18274757266044617,3.21366810798645,1.2033973141810501,0.0132,,,,
12768,399,40.25332260131836,36.91207504272461,3.2317748069763184,0.09429820626974106,0.01517493836581707,0.00010747909254860133,1.948386788368225,0.00015170623373705894,0.1586429327726364,1.289973497390747,1.2535382509231567,4.052198886871338,-0.20727287232875824,3.846332311630249,1.2165209119304465,0.0148,,,,
14368,449,31.2015323638916,27.69184684753418,3.3730013370513916,0.11874710023403168,0.017936132848262787,0.0002146943297702819,2.070915699005127,0.0002539239649195224,0.1358763426542282,0.9285963177680969,0.9067611694335938,4.2117133140563965,-0.20924095809459686,3.994235038757324,1.228176080953719,0.0112,,,,
15968,499,33.38454055786133,29.502275466918945,3.7089591026306152,0.1511094719171524,0.022197721526026726,-0.0030298202764242887,1.8375916481018066,-0.002992189722135663,0.13847286999225616,0.9725536108016968,1.0370421409606934,3.874976873397827,-0.2250516563653946,3.645282506942749,1.2357719118391077,0.0125,,,,
17568,549,33.238216400146484,29.417490005493164,3.7190046310424805,0.08877471089363098,0.01294854748994112,-0.00032366643426939845,2.087925910949707,-0.00026786630041897297,0.1955476999282837,1.2546454668045044,1.181905746459961,3.697737693786621,-0.2547140419483185,3.4472851753234863,1.2431212751302736,0.0139,,,,
19168,599,25.534587860107422,21.727739334106445,3.667760133743286,0.11000189930200577,0.02908526547253132,-0.0005143627640791237,2.0607705116271973,-0.0004668087640311569,0.16843165457248688,1.364898443222046,1.316942811012268,3.3951427936553955,-0.1723596602678299,3.215151786804199,1.249519308928469,0.007199999999999999,,,,
20768,649,29.810386657714844,25.618553161621094,4.0737481117248535,0.08628980815410614,0.031795427203178406,0.001254405127838254,1.9533989429473877,0.0013288562186062336,0.2546115517616272,1.4228193759918213,1.3640356063842773,3.203375816345215,-0.01812351867556572,3.182158946990967,1.2544736210018286,0.005300000000000001,,,,
22368,699,32.15397262573242,28.022642135620117,4.049414157867432,0.060078468173742294,0.02183913253247738,0.013577749021351337,2.08693265914917,0.013656738214194775,0.28239205479621887,1.2191416025161743,1.070430040359497,3.50108003616333,-0.039081767201423645,3.4694247245788574,1.2593629187433957,0.0169,,,,
23968,749,29.32548713684082,25.352243423461914,3.9373655319213867,0.03433380275964737,0.0015448856865987182,6.0441758250817657e-05,1.6831002235412598,0.00013533973833546042,0.268710732460022,1.1740608215332031,1.1229603290557861,3.895395040512085,-0.04879971966147423,3.848714828491211,1.263437379564698,0.009,,,,
25568,799,31.102922439575195,27.292356491088867,3.759706974029541,0.045953404158353806,0.00490587018430233,-0.001444553374312818,1.6525838375091553,-0.00135756004601717,0.30769556760787964,1.0961685180664062,1.1083574295043945,3.7806334495544434,-0.07397040724754333,3.705587863922119,1.267227637661261,0.011699999999999999,,,,
27168,849,33.790191650390625,29.68845558166504,4.037569999694824,0.04125077277421951,0.022915663197636604,-0.002884568879380822,1.4863488674163818,-0.002799136331304908,0.29962706565856934,1.0113110542297363,1.0449899435043335,3.6599786281585693,-0.07831357419490814,3.57731556892395,1.2707128658536393,0.0125,,,,
28768,899,31.110620498657227,27.372699737548828,3.6822164058685303,0.04801730811595917,0.007686386816203594,-0.004063703119754791,1.6286640167236328,-0.003972760401666164,0.3231371343135834,0.8653773665428162,0.8957527875900269,3.400554656982422,-0.07789812982082367,3.322620391845703,1.2736366089851758,0.011300000000000001,,,,
30368,949,30.299072265625,25.946386337280273,4.267169952392578,0.07492602616548538,0.010590195655822754,-0.0037955548614263535,1.4339982271194458,-0.0036904565058648586,0.3798384666442871,0.8752032518386841,0.918851912021637,3.135845899581909,-0.07692030817270279,3.056495428085327,1.2765721272782498,0.0193,,,,
31968,999,33.10615158081055,29.023193359375,4.032145977020264,0.0434052012860775,0.007409048266708851,-0.00134424795396626,1.571988821029663,-0.0012035641120746732,0.5042098760604858,0.9925675392150879,0.9845306277275085,2.797964572906494,-0.06592442095279694,2.7398648262023926,1.2785201414189644,0.016800000000000002,,,,
33568,1049,29.90940284729004,25.467910766601562,4.353335380554199,0.08138639479875565,0.006768925115466118,-0.001778363948687911,1.451110601425171,-0.0016429556999355555,0.4842074513435364,0.6734815835952759,0.6798964142799377,2.607050657272339,-0.07409597188234329,2.5279805660247803,1.2804363786305666,0.0162,,,,
35168,1099,33.749053955078125,28.762191772460938,4.924420356750488,0.052452750504016876,0.009991380386054516,-0.0014116547536104918,1.2569382190704346,-0.001307174563407898,0.37663355469703674,0.5423656702041626,0.5534901022911072,2.482081890106201,-0.06861315667629242,2.4123709201812744,1.282901827922132,0.0083,,,,
36768,1149,28.485790252685547,24.21832847595215,4.196005821228027,0.06162017211318016,0.009835511445999146,0.012883774004876614,2.2615251541137695,0.012991247698664665,0.38702771067619324,0.898628830909729,0.7656029462814331,2.3717575073242188,-0.06503000855445862,2.309727907180786,1.2843658178750368,0.012,,,,
38368,1199,25.571794509887695,21.231441497802734,4.287397861480713,0.048013582825660706,0.00494189839810133,0.0032822261564433575,1.6676852703094482,0.003409676719456911,0.463096559047699,0.750345766544342,0.7143707275390625,2.6947479248046875,-0.049885135143995285,2.645075798034668,1.2861162928789414,0.014599999999999998,,,,
39968,1249,35.30118942260742,31.06181526184082,4.152640342712402,0.07917343825101852,0.007560228928923607,-0.002039792016148567,1.5268504619598389,-0.0018702216912060976,0.6083965301513672,0.7188043594360352,0.7191908955574036,2.930042028427124,-0.05804252624511719,2.8694231510162354,1.287594506516232,0.013900000000000003,,,,
41568,1299,33.283241271972656,28.606678009033203,4.639308452606201,0.031022053211927414,0.006232944317162037,0.0038951297756284475,1.4989206790924072,0.0041092392057180405,0.7671351432800293,0.9122216105461121,0.8888634443283081,2.691654920578003,-0.05406445637345314,2.6375136375427246,1.2890290690887791,0.020599999999999997,,,,
43168,1349,28.79458236694336,24.143367767333984,4.602135181427002,0.0429186075925827,0.00616091163828969,0.00524706719443202,1.3958559036254883,0.005520222708582878,0.9510419964790344,0.5376662015914917,0.5264837741851807,2.6048710346221924,-0.06712000072002411,2.536795139312744,1.290115316822004,0.012100000000000001,,,,
