env_steps,iter,loss_wm,loss_recon,loss_kl,loss_reward,loss_continue,loss_actor,loss_critic,loss_pg,entropy,returns_mean,values_mean,return_scale,p5,p95,ips,env_reward_per_step,rew_pred_ach,rew_pred_zero,img_rew_max,img_rew_frac_hi
1568,49,127.54873657226562,124.08056640625,3.2245962619781494,0.22037433087825775,0.02320191077888012,0.054613128304481506,1.3309433460235596,0.0553215928375721,2.5250775814056396,0.1278633177280426,0.10448795557022095,1.0,0.061027541756629944,0.11384660750627518,0.7994253246105337,0.006700000000000001,,,,
3168,99,83.28040313720703,80.6900634765625,2.3678293228149414,0.1945112943649292,0.028002552688121796,0.0029274679254740477,1.390805959701538,0.0029515817295759916,0.08482921868562698,0.2086513191461563,0.17269834876060486,1.0,0.09692733734846115,0.23690222203731537,1.0042335624238115,0.0109,,,,
4768,149,83.34286499023438,80.39541625976562,2.766700267791748,0.16074031591415405,0.020002035424113274,0.0009834044612944126,1.6694040298461914,0.0010061732027679682,0.07976855337619781,0.25279802083969116,0.220775306224823,1.0,0.05300632864236832,0.4687666594982147,1.1006270084035816,0.0017000000000000001,,,,
6368,199,80.34005737304688,77.47312927246094,2.7220215797424316,0.11548630893230438,0.029416469857096672,-0.0007668874459341168,1.4718105792999268,-0.0007441729540005326,0.07961960881948471,0.3016047477722168,0.30976805090904236,1.0,-0.007101287599653006,0.7893536686897278,1.156147719637381,0.004900000000000001,,,,
7968,249,34.29808044433594,31.774377822875977,2.3555140495300293,0.14097385108470917,0.027216773480176926,0.008848150260746479,2.2750778198242188,0.008871186524629593,0.07960043102502823,0.6450976133346558,0.4870145618915558,1.3112009763717651,-0.10209280997514725,1.2198572158813477,1.1912488272019786,0.0036,,,,
9568,299,37.08124542236328,33.912025451660156,3.003364324569702,0.14206227660179138,0.023792481049895287,0.0030509410426020622,2.4395742416381836,0.003080325899645686,0.10282259434461594,0.5483275651931763,0.4714217185974121,1.7878369092941284,-0.19344399869441986,1.5910189151763916,1.2167466580769664,0.003,,,,
11168,349,34.11826705932617,30.978933334350586,2.9919333457946777,0.1183934137225151,0.02900679036974907,0.027538713067770004,2.402463674545288,0.027610786259174347,0.2645161747932434,1.0689948797225952,0.832595705986023,2.4251089096069336,-0.05081461742520332,2.384953737258911,1.2342245373714877,0.016,,,,
12768,399,34.447288513183594,31.06840705871582,3.257201671600342,0.11153833568096161,0.010143006220459938,0.0032627920154482126,1.9593456983566284,0.003311470616608858,0.17095141112804413,0.9822670817375183,0.8979345560073853,2.987826108932495,-0.0341118723154068,2.956848382949829,1.2487667833151816,0.0172,,,,
14368,449,25.189437866210938,21.781879425048828,3.2322003841400146,0.1504298746585846,0.024926818907260895,-0.00024353305343538523,1.924853801727295,-0.0002095782256219536,0.12555545568466187,1.1136314868927002,1.1042121648788452,3.2003514766693115,-0.13370847702026367,3.080148696899414,1.2605068946496152,0.012899999999999998,,,,
15968,499,31.908037185668945,28.474517822265625,3.3287134170532227,0.0876556858420372,0.017150919884443283,-0.001702032401226461,1.852365255355835,-0.001662607304751873,0.14003399014472961,0.6827418804168701,0.7355518341064453,2.8864095211029053,-0.1740303933620453,2.708803653717041,1.2688322410667416,0.019899999999999998,,,,
